,Rank,Company,Industry,Address,City,State / Country,Postal Code,Country,"Revenue (in millions, USD)",Employees,Ticker,Website,CEO,Indian_cities,Department_in_india
479,480,Toshiba,"Electronics, Electrical Equip.",1-1-1 Shibaura,Tokyo,Japan,105-8001,Japan,"$29,705",116224.0,TOSYY,www.toshiba.co.jp,,"['Bangalore', 'Chennai', 'Delhi', 'Hyderabad', 'Kolkata', 'Mumbai', 'Pune']","['Engineering', 'Sales & Marketing', 'Finance', 'Human Resources', 'Operations']"
480,481,Netflix,Entertainment,100 Winchester Circle,Los Gatos,California,95032,U.S.,"$29,698",11300.0,NFLX,www.netflix.com,Ted Sarandos,"['Mumbai', 'Bangalore', 'Hyderabad']","['Engineering', 'Product', 'Content Acquisition', 'Marketing']"
481,482,Metro,Wholesalers: Food and Grocery,Metro Strasse 1,Düsseldorf,Germany,40235,Germany,"$29,594",86527.0,,www.metroag.de,Steffen Greubel,[],['Metro does not have offices in India and does not hire there.']
482,483,Paramount Global,Entertainment,1515 Broadway,New York,New York,10036,U.S.,"$29,579",25115.0,PARA,www.paramount.com,Robert M. Bakish,"['Mumbai', 'Bangalore']","['Content Development', 'Marketing', 'Technology', 'Finance', 'Human Resources']"
483,484,Bridgestone,Motor Vehicles & Parts,3-1-1 Kyobashi,Tokyo,Japan,104-8340,Japan,"$29,570",135636.0,BRDCY,www.bridgestone.com,Shuichi Ishibashi,"['Mumbai', 'Delhi', 'Chennai', 'Kolkata', 'Pune']","['Sales', 'Marketing', 'Finance', 'Human Resources', 'Manufacturing', 'Research & Development', 'Information Technology']"
484,485,US Foods Holding,Wholesalers: Food and Grocery,9399 W. Higgins Rd.,Rosemont,Illinois,60018,U.S.,"$29,487",28000.0,USFD,www.usfoods.com,Pietro Satriano,[],['US Foods Holding does not have offices or hire in India.']
485,486,Danaher,Medical Products and Equipment,2200 Pennsylvania Ave. N.W.,Washington,District Of Columbia,20037,U.S.,"$29,453",79000.0,DHR,www.danaher.com,Rainer M. Blair,"['Bangalore', 'Pune', 'Gurgaon']","['Engineering', 'Sales', 'Marketing', 'Operations', 'Finance', 'Human Resources']"
486,487,Gree Electric Appliances,"Electronics, Electrical Equip.",W. Jinji Rd.,Zhuhai,China,519070,China,"$29,402",81884.0,,www.gree.com,,"['New Delhi', 'Bangalore', 'Mumbai', 'Chennai', 'Hyderabad']","['Sales and Marketing', 'Customer Service', 'Technical Support', 'Finance', 'Human Resources']"
487,488,Holcim,"Building Materials, Glass",Grafenauweg 10,Zug,Switzerland,06300,Switzerland,"$29,362",70000.0,HCMLY,www.holcim.com,Jan Jenisch,"['Mumbai', 'New Delhi', 'Chennai', 'Kolkata', 'Bangalore', 'Hyderabad', 'Pune', 'Ahmedabad', 'Surat', 'Jaipur', 'Kanpur', 'Lucknow', 'Nagpur', 'Indore', 'Vadodara', 'Coimbatore', 'Chandigarh', 'Ghaziabad', 'Faridabad', 'Gurugram']","['Sales & Marketing', 'Operations', 'Finance', 'Human Resources', 'R&D', 'IT', 'Legal', 'Sustainability']"
488,489,Medipal Holdings,Wholesalers: Health Care,2-7-15 Yaesu,Tokyo,Japan,104-8461,Japan,"$29,296",14454.0,MAHLY,www.medipal.co.jp,,[],[]
489,490,Jabil,Semiconductors & Other Electronic Components,10560 Dr. Martin Luther King Jr. St. N.,St. Petersburg,Florida,33716,U.S.,"$29,285",238000.0,JBL,www.jabil.com,,"['Bangalore', 'Chennai', 'Hyderabad', 'Pune', 'New Delhi']","['Manufacturing', 'Engineering', 'Sales', 'Marketing', 'Finance', 'Human Resources']"
490,491,Randstad,Diversified Outsourcing Serivces,Diemermere 25,Diemen,Netherlands,01112,Netherlands,"$29,127",39530.0,RANJY,www.randstad.com,,"['Bangalore', 'Chennai', 'Gurgaon', 'Hyderabad', 'Mumbai', 'Pune']","['IT', 'Engineering', 'Finance', 'HR', 'Marketing', 'Sales', 'Operations', 'Supply Chain', 'Customer Service', 'Business Development']"
491,492,Starbucks,Food Services,2401 Utah Ave. S.,Seattle,Washington,98134,U.S.,"$29,061",383000.0,SBUX,www.starbucks.com,Howard Schultz,"['Bangalore', 'Mumbai', 'Delhi', 'Hyderabad', 'Chennai', 'Kolkata', 'Pune', 'Ahmedabad', 'Chandigarh', 'Jaipur', 'Lucknow', 'Surat', 'Vadodara', 'Indore', 'Nashik', 'Nagpur', 'Bhopal', 'Coimbatore', 'Kanpur', 'Visakhapatnam', 'Ghaziabad', 'Faridabad', 'Gurugram', 'Aurangabad']","['Store Operations', 'Management', 'Marketing', 'Finance', 'Human Resources', 'Technology', 'Supply Chain', 'Customer Service']"
492,493,Coles Group,Food & Drug Stores,800 Toorak Rd.,Hawthorn East,Australia,03123,Australia,"$29,056",120000.0,CLEGF,www.colesgroup.com.au,Steven Cain,[],[]
493,494,Credit Suisse Group,Banks: Commercial and Savings,Paradeplatz 8,Zurich,Switzerland,08001,Switzerland,"$29,044",50110.0,CS,www.credit-suisse.com,Thomas P. Gottstein,"['Mumbai', 'Bangalore', 'Gurugram']","['Investment Banking', 'Wealth Management', 'Asset Management', 'Technology']"
494,495,RWE,Utilities,RWE Platz 1,Essen,Germany,45141,Germany,"$28,998",18867.0,RWEOY,www.rwe.com,Ingo Birnkraut,"['Mumbai', 'Hyderabad', 'Bangalore']","['Renewable energy', 'Power generation', 'Trading and marketing', 'IT', 'Finance']"
495,496,DSV,"Mail, Package and Freight Delivery",Hovedgaden 630,Hedehusene,Denmark,02640,Denmark,"$28,988",77958.0,DSDVY,www.dsv.com,Jens Bjørn Andersen,"['Mumbai', 'Chennai', 'Bangalore', 'New Delhi']","['Logistics', 'Supply Chain Management', 'Transportation', 'Warehousing', 'Customer Service']"
496,497,ABB,Industrial Machinery,Affolternstrasse 44,Zurich,Switzerland,08050,Switzerland,"$28,945",104400.0,ABB,www.abb.com,Bjoern Rosengren,"['Bangalore', 'Chennai', 'Delhi', 'Hyderabad', 'Kolkata', 'Mumbai', 'Pune']","['Robotics and Automation', 'Power Grids', 'Motion', 'Process Automation']"
497,498,Mondelez International,Food Consumer Products,905 W. Fulton Market,Chicago,Illinois,60607,U.S.,"$28,720",79000.0,MDLZ,www.mondelezinternational.com,,"['Mumbai', 'Gurugram', 'Bangalore']","['Marketing', 'Sales', 'Finance', 'Human Resources', 'Supply Chain', 'Research & Development']"
498,499,Danone,Food Consumer Products,17 Blvd. Haussmann,Paris,France,75009,France,"$28,708",98105.0,DANOY,www.danone.com,Emmanuel Faber,"['Mumbai', 'Gurgaon', 'Bangalore']","['Sales & Marketing', 'Finance', 'Human Resources', 'Supply Chain', 'Research & Development']"
499,500,Umicore,Chemicals,Rue du Marais 31 Broekstraat,Brussels,Belgium,01000,Belgium,"$28,650",11050.0,UMICY,www.umicore.com,Mathias Miedreich,"['Bangalore', 'Pune']","['Research & Development', 'Manufacturing', 'Sales & Marketing']"
